Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Skill_React,Skill_NodeJS,Skill_Python,Skill_MongoDB
20,88,2,2,1,7,68,2,1,0,1,0,1,2,4,0,0,2,0,69,2,1,4,2
17,69,2,2,0,10,56,2,1,1,2,2,1,1,4,0,1,2,0,63,1,3,4,4
35,86,1,2,0,8,59,2,1,2,1,1,1,2,2,0,0,1,0,70,2,3,3,2
20,67,1,1,1,7,98,2,1,1,2,2,1,1,4,0,0,2,1,64,4,5,2,5
12,62,2,0,1,7,63,0,1,1,0,2,1,1,4,0,1,2,0,62,4,1,3,1
19,65,0,0,1,5,74,2,1,1,1,2,0,2,3,0,1,2,0,66,4,5,3,4
23,97,0,1,1,9,94,0,1,2,1,2,1,2,3,0,1,1,1,73,1,5,4,4
30,82,2,0,1,7,71,2,1,3,1,0,1,1,3,0,2,0,0,72,5,5,3,3
16,92,2,2,1,7,76,0,0,0,0,2,0,1,2,0,2,0,1,68,2,4,5,5
11,73,2,0,0,5,58,2,0,0,2,2,0,2,4,0,0,2,1,62,4,5,5,4
25,84,2,1,0,8,64,2,1,2,1,2,0,1,4,0,1,2,1,67,2,2,4,1
12,80,2,1,0,6,75,2,1,1,1,0,1,0,4,0,1,1,1,62,1,3,2,5
17,98,0,0,0,6,68,2,1,2,2,2,1,2,3,0,1,2,1,72,5,4,2,4
18,90,1,0,0,7,52,0,1,2,2,0,1,0,2,0,1,2,1,67,1,5,4,1
20,89,0,2,1,6,70,1,1,1,1,2,0,2,3,0,1,1,0,68,2,3,2,3
24,62,1,0,1,6,91,2,1,2,2,2,1,1,3,0,1,1,0,65,5,1,1,3
16,82,2,2,0,7,56,1,1,0,0,0,0,0,1,1,1,0,0,79,5,1,5,1
18,79,0,1,0,9,51,0,1,2,2,2,0,2,3,0,1,2,1,66,1,3,1,5
20,97,2,2,1,8,56,1,1,1,1,2,0,1,2,0,1,2,0,68,4,2,1,1
21,70,1,1,1,8,84,2,1,1,0,0,1,2,3,1,2,2,1,65,2,3,1,1
21,71,2,0,1,8,90,2,1,3,1,2,1,1,4,0,1,1,0,67,3,3,4,3
23,76,2,0,1,6,52,1,1,3,2,2,1,1,4,0,0,1,1,67,3,4,1,3
25,70,1,2,1,9,94,2,1,1,2,2,1,1,4,0,1,1,1,67,1,1,3,3
22,65,2,2,1,4,81,0,1,5,2,2,1,2,4,0,0,0,0,68,2,1,2,4
23,94,2,0,0,8,76,1,1,3,2,2,1,2,3,0,1,1,1,72,2,5,4,4
11,82,0,2,0,8,63,0,1,1,2,2,1,1,5,0,1,2,1,65,1,3,3,2
20,94,1,2,0,7,69,1,1,0,1,2,1,2,3,1,1,1,0,65,2,3,3,4
23,93,2,2,1,6,97,1,0,1,2,2,1,2,2,0,0,1,1,70,4,2,5,5
24,71,2,2,1,7,96,2,1,2,1,2,1,0,2,0,1,2,1,67,1,1,5,5
16,82,2,0,1,6,81,2,1,1,2,2,0,1,4,0,0,2,1,68,4,2,3,3
16,63,2,2,0,8,79,2,1,2,1,0,1,2,3,0,0,1,1,63,2,4,5,1
17,97,2,2,1,8,61,1,1,2,1,2,1,1,2,0,1,2,1,68,1,5,2,3
23,76,2,0,1,8,98,2,1,0,2,1,1,1,2,0,2,1,0,69,2,2,2,1
26,76,1,1,1,8,88,1,1,2,1,1,1,2,4,0,1,2,1,66,1,1,5,3
18,72,0,2,1,8,69,0,0,2,0,2,1,1,4,1,1,0,0,64,2,4,1,3
25,78,0,1,1,8,91,2,1,3,1,2,1,0,4,0,1,2,1,69,4,3,3,5
21,70,1,2,0,6,61,2,1,1,1,2,1,1,3,0,1,2,1,62,4,4,2,1
19,75,2,0,1,5,61,0,1,0,2,2,1,0,3,0,1,2,0,65,2,2,5,2
19,92,2,2,1,7,90,2,1,1,1,0,1,2,2,0,1,2,0,70,1,1,5,2
24,93,1,0,1,8,78,2,1,1,0,2,1,1,4,0,1,2,0,72,3,2,2,3
22,72,2,2,0,5,78,0,1,1,1,0,1,2,3,0,1,2,0,66,4,3,2,3
34,79,0,1,1,7,79,1,1,3,2,0,0,0,2,1,1,1,1,70,4,3,1,5
15,95,2,2,0,9,56,2,0,3,1,0,1,2,1,0,1,2,1,67,3,1,5,1
23,62,0,0,1,7,67,1,1,1,1,2,1,0,4,0,2,1,0,65,2,5,5,3
17,96,2,1,1,9,79,1,0,3,2,2,0,1,2,0,2,1,1,68,1,4,4,2
15,69,1,2,1,9,62,1,1,2,2,0,1,1,3,0,1,1,1,62,2,4,1,1
20,87,1,2,1,7,75,0,1,1,1,2,1,0,3,0,2,2,1,68,5,3,2,3
21,83,0,2,0,6,78,2,1,2,0,0,1,2,3,1,1,2,0,69,4,2,2,1
38,82,2,1,0,6,97,1,1,2,1,2,0,0,3,0,0,2,1,72,5,2,3,5
19,94,1,2,0,7,62,2,1,0,2,2,1,0,3,1,1,1,1,65,4,5,2,2
13,64,2,0,1,5,72,2,1,2,2,2,0,1,2,0,2,1,1,63,4,2,5,1
22,74,0,0,1,5,99,2,1,0,1,2,1,1,2,0,0,2,0,68,5,4,2,2
8,82,0,1,0,4,59,2,1,1,2,2,1,1,2,0,0,2,1,62,5,2,5,3
19,92,2,2,1,7,89,2,0,0,1,0,0,1,2,0,2,2,1,69,2,5,5,4
20,69,2,1,0,10,59,2,1,2,0,0,1,2,4,0,1,2,0,65,5,4,1,1
25,92,0,2,0,4,93,0,1,3,0,2,1,1,2,0,1,2,0,74,2,2,2,2
26,76,0,1,1,7,74,2,1,4,2,0,1,2,3,0,1,1,0,70,2,4,1,1
17,68,2,1,1,7,99,0,1,2,2,2,1,2,3,0,1,2,0,65,2,3,5,3
19,90,0,0,0,7,59,1,1,3,0,2,1,1,3,0,0,1,1,70,4,3,2,3
15,64,1,1,1,9,84,1,1,0,2,2,1,1,3,0,0,0,1,59,4,3,2,2
13,81,1,2,1,6,85,1,1,1,1,2,0,1,3,0,1,1,1,63,5,2,1,5
22,63,1,0,1,4,86,1,1,0,1,0,1,1,4,0,0,2,0,64,4,5,1,1
12,74,1,0,1,6,55,0,1,0,2,1,1,2,3,0,2,2,1,63,5,4,5,1
18,84,0,1,0,6,64,2,1,2,1,0,1,2,2,0,1,2,0,67,4,1,5,3
14,82,2,2,1,4,67,2,1,1,0,2,1,1,4,0,1,1,0,65,1,3,2,1
23,76,2,2,0,7,66,2,1,2,2,2,1,1,3,0,0,2,1,67,1,3,2,2
31,77,0,2,0,5,84,2,1,2,0,0,1,2,5,0,1,2,1,73,5,1,4,4
12,69,0,0,1,7,53,1,1,2,1,0,1,1,3,0,0,2,1,64,4,1,4,3
9,78,1,0,0,6,87,2,1,0,2,0,0,2,3,0,2,2,1,65,4,2,3,4
19,98,2,0,1,5,76,2,1,2,2,2,0,2,3,0,1,1,1,72,2,4,5,1
20,94,0,2,0,8,59,0,1,3,2,2,1,2,4,0,1,2,0,72,3,3,3,5
21,66,0,2,0,7,61,2,1,2,0,0,1,1,2,0,0,2,1,66,5,5,3,2
17,61,0,2,1,7,55,0,1,1,2,2,0,0,2,1,0,2,1,62,3,2,1,1
19,97,1,2,0,8,73,2,1,2,2,2,0,0,1,0,0,2,1,68,3,2,1,2
22,81,2,1,1,7,80,1,1,1,2,2,1,2,3,0,0,1,0,67,5,5,4,1
26,82,0,1,0,7,79,2,1,1,2,2,1,2,2,1,2,2,0,69,4,5,3,1
8,91,0,1,0,6,98,2,1,1,2,2,0,2,3,0,1,2,0,67,5,5,4,1
18,73,2,2,0,5,65,2,1,1,1,0,1,0,3,0,0,1,0,63,3,1,5,3
21,79,1,2,1,7,88,1,1,0,1,2,0,0,4,0,1,1,1,65,4,3,2,4
14,99,0,2,0,6,86,1,1,2,0,0,0,0,4,0,0,2,1,71,1,1,1,5
30,87,2,2,0,8,53,1,1,1,1,0,0,1,1,0,2,2,1,70,5,3,5,4
16,66,2,2,1,7,97,2,1,5,1,0,1,2,3,0,2,2,1,68,5,1,5,4
20,65,2,2,1,8,97,0,1,0,1,2,1,0,3,0,0,2,0,65,4,4,1,2
23,68,2,0,1,6,70,2,1,4,2,2,1,2,2,0,1,2,1,68,1,3,1,3
16,91,2,2,1,5,71,2,1,2,0,2,1,0,3,0,0,2,1,69,1,2,3,3
9,72,2,0,1,10,91,2,0,1,0,2,1,1,2,0,1,0,0,62,4,3,4,1
17,61,1,0,1,7,75,2,0,2,2,0,1,0,4,0,0,2,0,62,2,3,5,4
26,98,0,1,0,8,90,1,1,1,0,1,1,2,2,1,2,1,0,72,5,3,3,5
18,67,0,2,0,5,52,0,1,0,2,2,0,1,4,0,2,1,1,64,5,4,3,2
15,60,0,2,0,7,63,1,1,0,1,0,1,2,1,1,1,0,0,58,3,1,5,3
26,69,0,2,0,9,55,1,1,1,1,2,1,1,3,0,0,2,1,66,4,2,5,1
18,69,2,1,1,5,73,1,1,1,1,0,1,2,4,0,2,1,1,64,3,1,2,5
17,77,2,0,1,10,93,1,1,3,0,0,0,2,1,0,0,0,0,68,3,1,4,4
21,97,1,1,0,7,78,2,1,0,0,2,1,1,3,0,2,2,0,69,1,5,5,5
25,95,1,0,0,6,76,2,1,1,1,2,1,2,5,0,1,2,1,71,5,4,1,3
34,78,2,0,1,8,68,2,1,1,2,2,1,0,2,0,0,2,1,71,3,5,2,2
25,76,2,2,1,9,53,2,1,0,0,0,0,2,3,0,1,1,1,67,1,4,4,4
27,82,0,1,1,6,88,2,1,2,0,0,0,1,3,0,1,2,1,71,4,1,1,2
17,70,2,2,1,6,79,1,1,2,2,2,1,2,3,0,1,2,0,64,3,1,1,5
14,62,2,2,1,7,97,0,1,0,2,2,1,2,1,0,1,1,1,62,5,4,4,5
20,98,2,2,0,8,72,2,1,1,0,2,1,0,4,0,1,2,0,70,3,1,2,1
21,67,1,0,0,7,70,1,1,2,1,2,0,0,2,0,2,1,0,63,4,1,1,4
14,68,0,2,1,8,99,0,1,0,0,2,1,2,3,0,1,2,0,66,3,2,3,5
19,79,2,2,1,8,57,1,1,2,1,1,1,2,3,0,1,1,1,65,5,5,4,3
22,80,2,0,0,7,63,2,1,1,0,2,1,2,3,0,0,2,1,69,1,5,4,3
22,61,0,1,1,6,74,2,1,1,1,2,1,0,3,0,1,2,1,63,5,5,5,2
23,66,2,2,0,7,76,1,1,1,0,2,1,1,2,0,0,1,1,64,1,3,2,3
22,75,2,2,1,10,77,0,1,2,1,1,1,1,2,0,1,2,1,66,2,2,3,5
17,87,2,2,1,7,61,2,1,4,0,2,1,0,3,1,1,2,0,67,5,5,3,3
17,69,0,0,1,9,96,2,1,2,1,2,1,0,3,0,0,0,1,66,5,5,5,4
13,77,1,0,0,6,85,1,1,2,1,2,1,1,4,0,2,2,0,65,4,2,1,2
31,82,0,2,1,7,63,2,0,2,0,2,0,2,2,0,2,1,1,72,3,1,1,4
20,96,0,2,1,8,65,0,1,0,2,1,1,1,2,0,1,2,0,70,1,5,3,5
19,73,2,2,1,9,94,2,1,1,0,1,1,2,1,0,0,2,0,67,1,1,2,5
14,65,2,0,0,9,69,1,1,4,2,2,1,1,3,0,0,2,1,64,4,5,1,3
38,80,0,2,0,5,78,2,1,1,1,2,1,2,4,0,0,0,0,72,4,4,4,1
14,90,2,2,1,9,56,2,1,0,1,2,1,1,4,0,1,2,0,65,3,3,5,1
17,64,0,1,1,10,63,2,1,0,0,2,1,2,3,0,1,1,0,62,3,5,2,5
22,77,2,0,0,6,71,0,1,3,1,2,1,0,4,0,1,0,0,67,5,4,1,5
24,61,2,2,0,6,83,0,1,0,2,2,1,2,3,1,1,2,1,64,2,2,3,2
26,61,2,2,0,7,64,1,1,0,2,2,0,0,3,0,2,2,1,63,3,4,5,5
31,79,2,0,0,7,98,2,1,1,2,0,1,1,2,0,0,1,1,72,4,2,1,5
23,72,1,2,0,6,61,0,1,1,0,2,1,2,5,0,1,2,1,66,3,5,3,2
14,94,0,2,1,5,89,2,1,0,2,2,1,2,1,0,2,2,0,70,1,2,1,4
18,84,2,1,1,9,68,1,1,0,2,0,0,0,2,0,2,2,0,66,2,4,5,4
22,78,0,0,0,6,92,1,1,1,0,0,1,2,3,0,1,1,1,70,5,3,4,2
32,76,1,1,1,6,96,1,1,0,1,0,1,1,2,0,1,1,0,67,1,1,4,2
12,80,2,2,1,7,59,0,1,1,1,0,1,2,2,0,1,2,0,64,1,1,3,4
27,62,0,2,0,5,75,2,1,2,2,0,1,2,2,0,1,2,1,67,2,3,4,4
21,96,0,0,1,5,58,2,1,0,0,0,1,1,4,0,0,0,1,72,5,1,5,4
25,100,0,1,0,6,85,1,1,1,2,2,1,2,3,0,1,2,1,72,4,5,3,4
19,67,0,2,1,8,92,1,1,2,0,2,1,1,5,0,2,1,0,68,5,5,1,3
15,65,2,2,1,7,69,2,1,1,0,2,1,1,3,0,2,2,0,64,3,4,2,2
25,66,0,2,1,4,70,2,0,1,0,2,1,2,3,0,1,1,1,66,1,4,1,1
24,86,1,0,0,9,60,2,1,0,1,0,0,2,3,0,0,0,1,68,3,2,5,3
26,86,1,1,0,8,65,1,1,0,1,0,1,1,4,0,1,2,0,66,4,4,3,1
20,94,1,0,1,7,66,0,1,1,1,0,0,2,1,0,1,2,0,70,3,5,1,1
16,90,0,0,1,7,58,0,1,1,1,2,1,1,4,0,2,2,0,70,5,4,3,5
11,78,1,0,1,8,65,2,1,0,2,2,0,1,2,0,1,2,0,62,3,1,4,2
25,85,1,2,1,10,95,2,1,0,2,1,1,2,1,0,0,2,1,69,4,2,2,3
23,88,2,2,1,8,66,1,1,2,2,0,0,2,2,0,0,1,1,69,4,2,5,2
14,81,2,2,1,7,64,2,1,2,2,2,1,2,4,1,0,2,1,66,4,5,1,4
17,79,0,0,0,5,69,2,1,4,1,2,1,0,3,0,2,2,0,68,5,4,2,2
17,86,2,0,0,7,98,2,1,2,1,0,1,2,5,0,2,1,1,71,4,1,5,1
11,82,2,2,1,8,88,2,0,1,1,2,0,0,2,0,2,1,0,64,1,4,5,4
15,86,1,0,0,7,60,2,1,2,2,2,1,2,3,0,0,2,1,67,4,3,4,2
13,85,2,0,1,6,88,2,1,2,2,0,1,2,3,0,1,1,0,68,3,4,3,2
18,89,1,0,1,8,88,1,1,0,0,2,1,0,1,0,1,1,1,67,3,5,3,1
16,86,2,2,0,6,98,0,1,1,1,2,1,1,3,0,2,2,1,68,3,4,2,4
10,81,2,0,1,8,95,2,1,5,1,0,1,2,3,0,1,2,0,69,5,2,4,1
32,87,2,0,1,6,55,2,1,0,1,0,1,1,3,0,1,2,1,71,3,1,5,2
28,78,0,1,1,4,73,1,0,3,1,2,0,2,4,0,1,1,0,68,5,5,4,3
15,70,0,0,0,6,85,0,1,0,1,2,0,2,2,0,0,1,1,65,5,3,4,3
22,60,1,2,0,7,99,2,1,1,1,0,1,1,3,0,0,1,1,63,4,1,2,5
23,82,1,2,1,8,54,2,1,0,2,0,1,0,1,0,1,2,0,65,1,1,3,3
27,84,0,0,0,8,68,1,1,3,1,0,0,2,2,1,2,2,0,72,4,2,4,4
15,99,1,2,1,5,75,1,1,2,2,1,1,1,1,0,0,1,1,67,4,2,4,5
27,74,2,0,0,7,71,2,1,1,2,2,1,2,3,0,1,2,0,69,5,2,4,4
17,76,2,2,0,6,73,2,1,3,1,0,0,1,3,0,2,2,1,67,5,5,1,3
12,68,0,2,1,6,68,1,1,2,2,2,1,2,4,0,0,2,1,64,3,4,4,3
24,63,2,1,0,6,99,1,0,0,1,2,1,2,3,0,1,1,0,62,3,1,4,2
28,91,1,2,0,7,90,2,1,2,0,1,0,1,3,0,1,2,1,71,4,4,5,4
36,70,1,0,0,10,87,2,1,2,1,2,1,2,3,0,1,2,1,70,2,4,1,1
13,84,1,2,0,10,71,1,1,1,2,0,1,1,3,0,0,1,1,64,2,2,4,2
24,88,2,2,1,6,94,2,1,0,1,2,0,0,2,0,2,1,1,69,3,4,4,4
18,79,2,2,1,7,55,2,1,1,1,0,1,2,3,0,1,1,0,65,2,1,2,5
25,95,0,0,1,7,57,2,1,2,0,2,0,0,2,0,0,1,0,73,3,1,2,4
11,78,2,1,1,7,98,1,1,2,2,2,1,1,3,0,1,2,0,64,5,3,1,5
12,71,2,0,1,8,78,1,1,2,2,2,1,0,2,0,2,2,0,64,4,5,5,5
15,96,2,2,1,7,58,2,1,3,2,2,1,1,4,0,2,1,1,70,1,4,1,3
20,94,1,1,1,6,97,1,1,2,2,2,1,2,5,0,0,2,1,70,4,5,1,1
16,67,0,0,0,9,99,2,1,2,2,2,1,1,2,1,1,1,1,64,3,5,2,4
24,61,1,2,0,5,94,2,1,3,2,0,0,1,2,1,0,1,0,64,3,5,2,1
26,64,2,2,1,7,62,0,1,3,2,0,0,0,2,0,1,2,1,66,4,5,5,5
24,71,1,0,1,5,64,2,1,1,2,2,1,1,3,0,0,2,1,66,3,1,4,3
30,99,2,2,1,5,70,1,1,2,2,2,1,1,4,0,1,2,0,74,2,4,5,1
22,82,0,0,0,8,79,2,0,2,2,2,1,0,1,0,0,2,0,69,2,3,4,2
13,75,1,0,1,6,100,0,1,1,2,2,1,2,3,0,2,2,1,67,3,5,3,5
28,96,2,2,0,4,98,0,1,5,1,2,1,1,5,1,1,0,1,73,3,3,2,2
16,78,1,2,0,6,96,0,1,0,2,2,1,2,1,0,2,2,0,66,2,1,3,1
25,73,0,2,0,6,54,0,1,2,2,2,1,1,4,0,1,1,0,67,3,1,3,1
29,98,2,0,1,5,88,1,1,3,1,2,1,1,2,0,0,2,1,75,3,2,2,1
23,94,2,0,1,8,94,1,1,2,2,0,1,2,2,0,1,2,1,73,4,5,3,4
11,94,2,2,0,5,67,2,1,2,0,2,1,1,5,0,1,2,0,67,1,2,1,5
14,80,0,1,1,6,61,2,1,0,2,0,1,1,4,0,0,1,0,65,2,3,4,5
28,92,2,2,1,7,87,1,1,1,1,1,1,2,1,0,1,2,0,71,4,4,5,5
19,67,2,2,1,6,55,1,1,1,2,2,1,1,4,0,1,2,1,63,1,2,2,4
20,83,2,1,1,6,97,0,1,2,1,0,1,1,4,0,1,1,0,68,3,1,1,1
25,99,2,0,0,6,58,0,1,0,2,2,0,2,4,0,1,2,1,72,3,5,5,1
24,72,1,0,1,5,73,1,1,2,2,0,1,2,2,0,1,2,1,67,4,3,5,2
22,92,2,0,0,6,99,1,1,1,2,2,1,0,4,0,0,2,0,71,3,1,5,4
19,80,1,1,0,8,99,0,1,1,1,2,1,2,4,0,2,2,1,67,5,4,3,3
18,62,2,0,1,6,89,2,1,0,0,0,0,2,3,0,2,2,0,66,4,5,3,4
25,91,2,0,0,7,92,2,1,3,1,2,1,0,5,0,1,2,1,72,1,4,3,2
23,67,1,1,0,9,98,2,1,2,1,0,1,0,0,0,0,2,0,64,4,4,3,2
18,85,2,2,0,8,96,2,1,0,0,0,1,0,3,0,0,1,1,68,2,5,1,2
26,63,0,0,0,5,81,2,1,0,1,2,1,0,2,0,1,1,0,65,4,5,3,1
19,98,2,0,1,8,87,0,1,1,2,2,0,2,4,0,2,1,1,74,3,4,2,3
15,72,2,1,1,9,80,2,1,4,2,0,0,1,4,0,0,1,0,65,3,3,5,2
15,69,0,1,1,6,75,2,0,2,1,0,1,2,2,0,1,2,0,63,5,5,1,5
14,65,2,2,1,5,94,2,1,5,1,2,0,0,3,0,2,1,1,65,5,1,3,1
18,98,1,0,1,6,87,2,1,0,2,2,1,1,1,0,1,2,1,70,5,2,5,3
27,88,2,0,1,7,93,2,1,0,1,2,1,1,4,0,1,1,1,71,1,3,1,5
15,90,2,2,1,8,55,2,1,1,1,2,1,1,1,0,0,2,0,66,5,5,5,3
21,80,2,2,1,6,79,1,1,2,2,0,1,2,3,0,0,2,1,69,1,5,1,3
16,79,2,0,1,4,66,0,1,2,2,2,1,1,2,0,0,1,1,67,5,3,4,5
18,64,2,0,1,5,76,1,1,1,1,2,1,2,4,0,1,1,1,64,1,2,1,4
11,82,0,0,0,8,81,0,1,2,1,0,1,2,2,0,1,1,0,67,4,4,3,3
19,70,2,0,1,10,92,2,1,1,1,0,1,2,4,0,1,2,1,67,4,1,5,4
19,99,0,2,0,7,52,2,1,1,2,2,1,1,4,0,1,2,1,70,3,5,5,3
23,92,0,0,0,9,58,2,1,2,1,2,0,1,1,0,2,2,0,71,1,2,5,5
21,77,2,1,1,5,96,0,1,2,1,0,0,1,5,0,1,2,0,68,2,1,2,3
13,66,0,0,0,6,98,1,1,1,0,0,1,2,2,0,1,2,1,65,3,3,2,2
27,91,2,2,0,4,53,2,1,1,1,2,0,2,3,0,2,2,0,70,4,5,3,2
21,65,2,0,1,8,67,1,0,1,1,2,1,2,4,0,1,2,0,64,1,4,4,3
21,68,0,0,1,6,50,0,1,3,2,1,0,1,4,0,1,2,1,67,5,3,2,5
20,68,1,1,0,8,88,2,1,5,1,1,0,1,3,0,1,1,1,63,2,5,1,5
17,82,2,1,1,6,84,0,1,2,1,1,1,0,3,0,1,1,0,65,4,2,3,1
21,91,2,2,1,10,78,0,1,2,1,0,1,0,2,0,1,2,1,70,3,1,4,5
23,73,2,0,0,10,85,2,1,1,1,2,1,1,3,0,0,2,1,67,1,1,1,4
10,63,2,0,0,4,77,1,0,3,1,2,0,1,3,0,1,2,1,60,2,5,5,3
17,79,1,0,0,8,62,1,1,1,1,2,1,1,3,0,1,2,0,64,1,3,2,2
18,90,1,2,0,6,88,1,1,1,2,2,0,0,1,0,1,1,0,65,5,4,1,5
22,69,2,2,0,8,89,1,0,0,1,0,1,2,5,0,1,1,0,64,3,2,4,2
27,69,2,1,1,5,93,2,1,1,2,2,1,2,4,0,0,1,1,67,1,5,3,1
15,98,2,2,1,9,98,0,1,0,2,2,0,2,3,0,1,2,0,71,4,2,1,3
17,98,2,2,0,9,87,1,1,0,0,2,0,2,3,0,1,1,0,69,3,1,3,5
17,100,2,0,1,5,53,1,1,1,2,0,1,2,4,0,1,2,1,70,4,4,5,2
15,92,2,2,1,7,51,2,1,1,0,0,1,2,3,0,0,2,0,69,1,2,4,5
18,68,0,0,1,7,87,0,1,3,2,2,1,2,4,0,1,2,1,69,3,5,4,1
25,68,1,2,1,8,53,1,1,2,2,2,1,1,3,0,0,1,0,64,4,4,2,2
14,74,1,2,1,7,66,2,1,0,2,0,0,0,3,0,2,2,1,63,5,3,4,2
23,73,0,2,0,8,57,2,1,3,2,2,1,2,2,0,0,2,1,67,5,5,1,3
10,98,2,2,0,7,98,1,0,0,2,2,1,1,3,0,0,1,0,66,1,2,1,3
17,92,2,0,1,8,66,2,1,2,1,2,1,2,3,0,1,2,0,69,3,4,1,2
18,89,2,2,0,5,53,2,1,5,1,0,0,1,4,0,0,2,1,69,2,5,5,3
30,67,2,2,0,7,97,0,1,2,0,2,1,1,3,1,1,2,1,69,3,4,4,2
18,96,2,0,1,9,80,0,1,1,1,2,1,2,3,0,0,2,1,72,5,4,4,4
7,93,0,0,1,9,52,0,1,1,2,1,0,0,3,0,1,1,0,65,4,4,1,5
8,67,2,2,1,7,92,2,1,0,0,0,0,2,2,0,0,2,1,63,2,2,2,4
20,95,2,2,0,7,58,1,1,1,1,0,1,1,4,0,0,2,1,69,1,5,2,4
24,71,0,2,1,9,90,1,1,3,2,0,0,1,3,0,0,2,1,69,2,1,4,5
22,63,2,1,1,7,80,2,1,2,0,0,0,0,2,0,0,1,0,64,1,1,4,2
21,86,2,1,1,9,59,0,1,2,2,0,0,2,3,0,0,2,1,69,2,2,3,2
27,86,2,0,0,7,88,2,1,1,2,2,0,1,3,0,2,1,1,72,1,2,4,3
17,64,2,1,0,7,73,0,1,1,1,2,1,1,4,0,0,2,1,62,1,4,1,1
25,73,0,2,1,5,82,1,0,1,2,2,0,2,3,1,1,2,1,66,2,5,5,2
10,100,1,2,0,5,93,1,1,2,2,1,1,1,1,0,1,0,0,65,2,5,4,5
15,87,0,0,1,8,63,2,1,0,0,2,1,1,3,0,0,2,0,69,1,3,4,1
9,89,2,1,0,10,68,0,1,1,0,0,1,0,3,0,1,2,0,65,5,3,1,5
18,69,0,2,1,7,100,2,1,3,2,0,1,0,2,0,1,2,1,67,2,1,3,5
20,63,1,2,1,7,75,1,1,2,2,0,1,1,2,0,1,2,0,63,3,3,4,5
21,71,0,2,0,9,78,1,1,2,2,2,1,1,4,0,1,2,1,66,4,3,2,1
20,70,1,2,0,8,64,1,1,0,1,1,0,2,3,0,1,0,1,61,1,1,2,4
14,69,0,2,1,4,71,2,1,1,2,2,1,2,4,0,1,2,0,64,1,1,2,5
19,68,2,1,1,8,75,1,1,1,2,2,0,1,4,0,2,2,1,64,4,3,5,3
11,83,2,2,1,5,63,2,1,2,1,2,1,1,3,0,0,2,1,65,5,5,5,2
28,73,2,1,0,7,62,2,1,3,0,2,1,1,3,0,2,1,0,68,4,3,4,2
18,93,1,0,1,6,80,2,1,1,2,2,0,0,3,0,1,2,1,69,2,4,4,2
17,67,2,2,0,6,59,2,1,0,2,2,1,0,3,0,1,2,0,61,4,4,4,1
30,79,2,0,0,7,78,2,0,3,0,0,0,2,2,0,2,1,0,72,1,4,5,3
13,61,2,1,1,8,85,2,1,4,1,2,0,1,3,0,0,1,1,61,4,2,4,3
13,79,0,0,0,7,60,2,1,1,1,0,0,1,4,0,0,1,1,66,3,4,1,3
13,62,1,2,1,9,87,2,1,1,1,2,1,0,1,0,0,1,1,60,2,5,3,3
20,99,2,1,0,9,68,1,1,1,1,0,1,2,3,0,2,0,1,69,4,2,2,3
23,92,2,0,0,9,100,2,1,1,0,0,1,1,2,1,0,2,1,72,1,2,2,4
24,80,2,0,1,7,99,1,1,2,2,2,1,0,2,0,1,1,0,69,2,4,1,3
35,63,0,0,1,6,90,1,1,0,2,2,1,2,3,0,0,2,1,71,1,3,4,3
7,84,2,0,0,7,67,2,1,1,2,2,0,1,3,0,0,2,1,64,5,1,5,1
24,90,1,1,1,9,97,0,1,3,1,2,1,2,4,0,1,2,1,71,3,3,4,1
17,68,1,2,1,9,100,0,1,1,2,0,1,0,3,0,1,1,1,64,5,3,4,3
16,83,2,2,1,4,73,0,1,3,1,1,1,0,3,0,0,2,0,67,3,2,2,4
16,93,2,1,1,7,81,2,1,2,1,2,0,0,3,1,2,1,1,67,4,2,2,3
15,91,1,0,1,4,50,0,1,1,2,2,1,1,3,0,1,1,0,66,2,2,5,3
30,92,1,2,1,7,52,2,1,3,0,2,0,2,4,0,0,2,1,73,4,5,2,3
25,95,2,0,1,6,75,2,1,1,2,2,0,2,4,0,1,1,1,73,3,5,4,5
20,98,2,2,0,6,80,2,1,0,2,2,1,2,2,0,0,1,1,70,3,1,1,4
28,76,1,2,1,8,66,2,1,5,0,1,1,2,4,0,0,1,1,70,3,2,5,2
11,83,2,1,1,6,55,1,1,0,1,2,1,2,4,1,2,2,0,62,1,4,1,3
12,92,0,1,1,7,89,2,1,1,2,0,0,1,2,0,2,1,1,68,2,2,4,2
7,88,0,0,1,6,71,2,1,0,1,2,1,2,3,0,1,1,0,65,4,5,5,4
16,100,0,0,1,7,82,2,1,2,0,2,1,2,2,0,1,2,1,73,4,2,1,3
21,61,0,2,1,8,83,0,0,1,1,2,0,1,3,0,0,2,0,65,5,5,5,2
21,74,2,0,1,6,77,0,0,0,2,2,1,1,3,0,0,2,1,66,3,2,4,2
21,71,1,2,1,8,59,2,1,3,1,2,1,1,3,0,0,1,1,64,3,4,5,4
12,70,2,0,0,7,81,0,1,0,1,2,1,2,3,0,1,2,1,63,3,1,4,3
25,69,2,2,0,7,66,2,0,0,1,1,1,1,3,1,0,2,1,62,4,4,5,5
