Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,student_id,profile_source,Skill_React,Skill_NodeJS,Skill_Python,Skill_MongoDB,Skill_HTML/CSS,Skill_Angular,Skill_Vue,Skill_Express,Skill_Java,Skill_PHP,Skill_FastAPI,Skill_MySQL,Skill_PostgreSQL,Skill_Firebase,Skill_TensorFlow,Skill_Pandas,Religion,LivingCity,Ethnicity_Group
27,92,0,0,1,5,61,2,1,0,2,0,0,2,3,0,2,2,Female,74,SIM-5585,synthetic_simulation,4,5,2,4,3,2,2,2,2,5,2,5,4,5,4,1,Other,Negombo,Group B
16,68,2,0,1,8,77,2,1,1,2,0,1,2,4,0,2,1,Male,66,SIM-5586,synthetic_simulation,3,2,1,4,4,2,5,3,4,1,2,2,2,3,5,3,Other,Colombo,Group B
16,84,2,0,1,5,53,2,0,2,1,2,1,1,1,0,1,2,Non-binary,65,SIM-5587,synthetic_simulation,4,1,5,3,3,1,5,4,1,4,2,5,3,2,4,2,Christianity,Galle,Group C
4,73,1,2,1,5,97,0,1,1,1,0,1,0,1,0,1,2,Non-binary,60,SIM-5588,synthetic_simulation,5,1,1,4,4,3,2,5,4,2,5,1,3,4,2,5,Islam,Colombo,Group C
27,60,2,0,0,8,68,0,1,1,2,2,0,0,4,1,1,0,Non-binary,63,SIM-5589,synthetic_simulation,1,2,1,4,5,4,5,5,2,4,2,5,3,2,1,1,Hinduism,Kandy,Group B
29,68,1,0,1,5,74,1,1,3,0,0,1,1,2,1,2,2,Non-binary,69,SIM-5590,synthetic_simulation,5,5,4,2,4,5,1,1,2,1,1,4,1,5,4,2,Buddhism,Negombo,Group A
17,65,0,0,0,9,55,2,1,1,2,2,1,2,2,0,1,2,Male,64,SIM-5591,synthetic_simulation,2,2,4,1,2,1,3,2,1,4,4,5,5,2,2,3,Christianity,Kandy,Group D
18,94,1,2,1,8,52,2,1,1,2,2,0,2,4,0,0,2,Non-binary,68,SIM-5592,synthetic_simulation,3,5,2,2,3,1,5,5,4,3,2,4,2,2,2,5,Islam,Negombo,Group B
15,70,2,2,0,6,73,1,1,2,2,1,1,2,4,0,1,1,Male,63,SIM-5593,synthetic_simulation,2,5,4,4,4,5,2,2,4,1,4,5,1,3,3,5,Hinduism,Jaffna,Group D
22,71,2,2,1,8,56,1,1,0,2,0,1,1,2,0,2,2,Non-binary,65,SIM-5594,synthetic_simulation,3,3,4,3,3,2,2,3,4,3,3,2,1,4,5,1,Other,Jaffna,Group B
27,98,2,0,0,4,82,2,1,0,0,2,1,2,3,0,1,2,Female,74,SIM-5595,synthetic_simulation,5,4,3,1,4,2,3,1,1,3,1,1,5,1,5,5,Christianity,Negombo,Group C
10,75,2,0,1,8,90,2,1,2,1,2,1,2,2,0,2,1,Non-binary,65,SIM-5596,synthetic_simulation,4,4,2,3,1,2,1,3,1,5,3,4,4,5,5,2,Buddhism,Jaffna,Group D
22,60,2,2,1,5,52,2,1,0,1,2,1,0,2,0,1,2,Female,61,SIM-5597,synthetic_simulation,4,1,2,5,3,5,3,1,1,1,2,5,4,5,1,4,Christianity,Negombo,Group C
18,71,2,0,1,6,81,2,1,1,1,0,1,2,3,0,1,2,Female,66,SIM-5598,synthetic_simulation,3,3,3,3,5,4,5,1,5,3,5,3,3,2,1,2,Hinduism,Galle,Group D
21,65,2,0,1,6,91,0,1,1,2,0,1,2,3,0,1,1,Non-binary,67,SIM-5599,synthetic_simulation,4,4,2,3,5,4,1,2,2,5,5,3,1,3,1,3,Buddhism,Kandy,Group A
23,64,0,2,1,9,72,2,1,0,1,0,1,2,3,0,0,2,Male,66,SIM-5600,synthetic_simulation,5,5,5,4,4,3,1,1,5,5,1,1,5,3,1,5,Buddhism,Colombo,Group D
19,63,0,2,0,6,98,0,1,4,0,2,0,2,2,0,2,2,Non-binary,69,SIM-5601,synthetic_simulation,4,5,5,4,5,3,2,3,5,3,2,4,5,5,2,3,Islam,Colombo,Group C
19,84,2,2,1,7,56,1,1,2,1,2,1,1,3,0,1,1,Non-binary,65,SIM-5602,synthetic_simulation,5,2,3,4,5,2,1,3,2,3,2,2,4,1,5,3,Buddhism,Colombo,Group D
19,68,0,0,0,6,66,2,1,2,2,2,1,1,3,0,1,0,Non-binary,65,SIM-5603,synthetic_simulation,2,2,4,4,3,5,5,3,3,2,2,2,5,1,1,5,Hinduism,Negombo,Group B
26,74,0,2,0,6,62,2,1,0,1,2,0,1,3,0,1,2,Non-binary,66,SIM-5604,synthetic_simulation,5,5,5,4,4,1,5,2,3,1,2,1,4,4,5,4,Hinduism,Negombo,Group A
23,94,2,0,0,5,100,1,1,2,2,0,1,1,2,0,2,2,Non-binary,73,SIM-5605,synthetic_simulation,1,5,3,3,3,4,5,2,3,5,1,2,4,2,2,2,Hinduism,Galle,Group A
21,77,1,2,1,7,65,2,1,2,1,0,1,0,2,0,1,1,Female,64,SIM-5606,synthetic_simulation,1,2,5,5,4,5,4,4,1,1,1,5,1,5,1,3,Buddhism,Negombo,Group A
12,97,2,1,1,7,69,1,1,0,1,0,1,2,5,0,1,2,Non-binary,67,SIM-5607,synthetic_simulation,1,4,1,4,5,3,1,5,1,5,1,1,2,1,3,2,Other,Colombo,Group A
18,80,2,1,1,8,92,0,1,0,2,0,0,2,1,0,0,2,Non-binary,67,SIM-5608,synthetic_simulation,3,1,3,5,4,4,1,4,4,4,5,4,3,1,4,3,Christianity,Jaffna,Group C
25,76,2,1,1,7,96,2,1,3,2,2,1,2,4,1,1,2,Non-binary,68,SIM-5609,synthetic_simulation,3,2,2,5,4,4,5,4,4,4,2,2,2,3,1,5,Hinduism,Kandy,Group C
20,90,2,1,1,7,97,2,1,2,0,0,1,2,3,0,0,1,Male,71,SIM-5610,synthetic_simulation,3,4,5,2,2,5,2,1,5,5,3,5,5,4,1,5,Islam,Negombo,Group A
24,63,2,2,1,8,78,2,1,0,1,0,0,0,3,0,1,2,Female,64,SIM-5611,synthetic_simulation,5,4,2,2,4,3,1,1,4,2,4,2,2,5,3,5,Islam,Colombo,Group C
31,64,2,2,1,6,83,2,1,1,2,2,1,2,2,0,1,1,Male,67,SIM-5612,synthetic_simulation,3,4,3,1,2,5,4,4,1,4,1,1,2,4,2,5,Buddhism,Kandy,Group C
26,86,2,1,0,5,67,2,1,2,1,0,0,2,1,0,1,1,Male,68,SIM-5613,synthetic_simulation,2,3,5,2,3,1,1,5,5,1,1,1,4,1,4,5,Buddhism,Kandy,Group D
21,79,1,2,1,8,80,0,1,1,1,0,0,0,3,0,0,2,Female,67,SIM-5614,synthetic_simulation,1,3,2,4,2,4,3,4,4,3,5,2,1,4,2,2,Islam,Negombo,Group D
17,92,1,2,1,6,65,0,1,3,2,0,1,2,2,0,0,2,Non-binary,70,SIM-5615,synthetic_simulation,5,4,4,5,3,5,4,2,4,1,5,1,5,1,3,3,Buddhism,Negombo,Group C
5,97,2,1,1,7,87,2,1,2,2,2,0,1,3,1,1,0,Female,64,SIM-5616,synthetic_simulation,1,5,4,1,4,5,2,3,3,1,4,3,3,3,1,1,Islam,Negombo,Group D
19,76,2,2,1,6,65,2,1,0,1,2,1,1,4,1,1,2,Female,63,SIM-5617,synthetic_simulation,3,3,1,2,3,1,4,4,1,1,5,1,4,2,4,4,Christianity,Galle,Group B
18,84,0,0,0,6,94,2,1,3,0,2,1,1,4,0,1,2,Non-binary,71,SIM-5618,synthetic_simulation,5,2,3,3,5,5,4,1,5,5,1,4,3,5,2,1,Other,Colombo,Group D
22,80,1,1,0,4,57,1,1,1,1,2,1,1,3,0,2,1,Female,64,SIM-5619,synthetic_simulation,4,3,2,1,4,4,1,5,2,5,2,2,1,2,1,3,Hinduism,Negombo,Group B
19,99,1,1,0,8,79,0,1,3,2,2,0,2,4,0,1,2,Non-binary,70,SIM-5620,synthetic_simulation,2,5,1,4,2,2,4,1,4,1,2,3,2,4,5,2,Christianity,Kandy,Group A
18,93,2,0,0,4,76,0,1,3,1,2,1,0,3,0,0,2,Non-binary,70,SIM-5621,synthetic_simulation,3,1,3,5,1,2,5,2,1,3,5,2,2,1,3,3,Buddhism,Galle,Group C
9,96,2,0,1,9,63,2,1,1,0,2,0,1,1,0,1,2,Non-binary,67,SIM-5622,synthetic_simulation,3,3,4,4,4,3,4,1,5,2,4,1,1,2,2,4,Christianity,Colombo,Group A
14,70,2,2,1,9,51,1,1,1,1,0,1,0,4,0,0,2,Female,62,SIM-5623,synthetic_simulation,2,4,2,4,5,1,1,1,1,2,2,3,5,3,5,3,Other,Jaffna,Group A
23,91,2,2,0,6,57,1,1,2,1,0,0,2,2,0,1,2,Non-binary,69,SIM-5624,synthetic_simulation,2,4,5,3,3,3,5,5,1,4,1,2,4,4,2,5,Islam,Negombo,Group B
30,71,1,0,0,9,98,1,1,2,0,2,1,2,1,0,1,1,Male,69,SIM-5625,synthetic_simulation,4,4,4,3,2,2,2,5,5,4,2,1,2,4,2,1,Islam,Negombo,Group D
19,68,1,0,0,10,97,1,0,0,1,2,1,2,3,0,0,0,Female,62,SIM-5626,synthetic_simulation,3,1,5,5,2,1,3,1,3,3,4,1,1,2,5,4,Islam,Jaffna,Group C
22,98,1,2,0,7,56,0,1,1,0,2,0,1,1,0,0,2,Male,70,SIM-5627,synthetic_simulation,3,5,5,2,5,5,4,1,3,1,5,2,4,4,3,4,Buddhism,Negombo,Group D
26,61,2,2,1,8,69,0,1,2,2,0,1,2,3,0,1,2,Male,66,SIM-5628,synthetic_simulation,1,2,2,4,5,5,5,4,4,5,3,2,4,5,3,1,Other,Colombo,Group C
15,99,0,2,0,7,73,1,1,1,1,2,1,2,3,0,1,2,Male,69,SIM-5629,synthetic_simulation,5,5,2,2,4,4,5,2,3,4,2,2,1,2,5,2,Other,Galle,Group D
22,66,2,1,1,9,74,2,1,3,1,0,1,0,3,0,2,2,Female,65,SIM-5630,synthetic_simulation,5,1,5,5,1,2,2,4,4,1,1,3,2,2,3,1,Buddhism,Kandy,Group B
16,93,1,0,1,5,65,1,1,0,2,2,1,0,3,0,1,2,Non-binary,66,SIM-5631,synthetic_simulation,1,4,1,4,1,5,2,5,4,2,4,3,5,3,4,1,Hinduism,Jaffna,Group D
25,71,0,2,1,7,96,1,1,2,1,2,1,2,3,0,1,2,Male,69,SIM-5632,synthetic_simulation,5,5,5,2,3,1,3,4,5,3,2,4,2,4,4,1,Islam,Colombo,Group B
21,74,0,2,1,8,95,1,1,1,2,2,0,2,5,1,1,0,Male,66,SIM-5633,synthetic_simulation,2,2,5,4,2,5,3,4,1,5,3,3,2,3,1,2,Christianity,Colombo,Group A
22,69,1,0,1,8,51,2,1,1,1,0,1,2,3,0,1,2,Non-binary,65,SIM-5634,synthetic_simulation,5,4,2,3,4,3,1,1,2,5,5,1,2,4,5,4,Christianity,Jaffna,Group C
15,83,2,1,1,7,83,1,1,1,0,2,1,1,2,0,2,2,Non-binary,66,SIM-5635,synthetic_simulation,5,2,3,3,2,3,3,1,2,4,2,3,2,2,4,3,Christianity,Galle,Group D
24,74,1,1,1,9,54,2,1,1,1,2,1,1,3,0,1,2,Male,63,SIM-5636,synthetic_simulation,1,3,4,1,4,3,3,2,3,1,4,2,3,4,2,1,Hinduism,Galle,Group D
33,86,1,2,1,7,80,2,1,0,1,0,1,1,3,0,2,2,Male,72,SIM-5637,synthetic_simulation,4,2,2,5,5,3,5,3,5,5,2,2,1,3,3,2,Buddhism,Kandy,Group D
14,61,2,2,1,7,93,1,1,3,2,0,1,0,2,0,1,1,Female,62,SIM-5638,synthetic_simulation,5,4,1,2,3,3,4,3,2,2,5,3,5,2,4,3,Buddhism,Kandy,Group C
18,63,0,0,0,8,82,2,1,1,0,2,0,0,1,0,1,2,Non-binary,64,SIM-5639,synthetic_simulation,5,3,4,4,5,4,4,4,1,2,4,1,5,4,4,3,Islam,Kandy,Group C
21,64,2,1,0,7,73,0,1,2,1,2,1,0,2,1,0,0,Non-binary,61,SIM-5640,synthetic_simulation,4,4,2,1,2,3,3,2,4,3,3,4,3,3,5,4,Hinduism,Galle,Group C
25,77,0,2,1,7,98,1,1,0,0,2,1,2,2,0,1,2,Female,70,SIM-5641,synthetic_simulation,1,4,2,5,3,4,1,2,4,3,1,2,5,4,2,5,Christianity,Negombo,Group B
17,93,2,2,0,6,87,2,1,1,1,0,0,0,2,0,1,1,Female,67,SIM-5642,synthetic_simulation,4,3,3,5,4,4,1,5,5,2,5,5,3,3,4,3,Buddhism,Negombo,Group D
3,96,0,0,1,10,62,2,1,3,1,2,0,1,4,0,1,0,Female,66,SIM-5643,synthetic_simulation,1,2,1,5,4,5,4,1,3,2,2,4,3,5,2,1,Hinduism,Negombo,Group C
28,70,2,2,1,6,69,2,1,2,1,1,1,2,4,1,1,2,Male,66,SIM-5644,synthetic_simulation,2,1,1,2,3,1,2,5,1,1,3,5,5,3,3,3,Other,Jaffna,Group A
25,83,1,2,1,8,88,1,1,1,2,0,1,1,3,1,0,2,Female,68,SIM-5645,synthetic_simulation,1,1,2,3,5,3,5,3,3,5,4,5,5,1,3,5,Hinduism,Jaffna,Group D
10,91,0,0,1,10,51,2,1,0,1,2,1,2,3,0,2,1,Female,67,SIM-5646,synthetic_simulation,2,1,3,1,3,1,3,2,3,1,4,5,2,4,3,5,Islam,Jaffna,Group C
16,72,2,0,0,5,53,2,1,1,0,0,1,2,3,0,0,2,Male,65,SIM-5647,synthetic_simulation,2,1,2,2,5,2,5,3,5,3,4,2,3,1,1,4,Christianity,Jaffna,Group C
29,76,2,0,1,8,93,1,0,0,2,0,1,2,4,0,0,1,Male,70,SIM-5648,synthetic_simulation,1,5,5,4,3,4,3,1,4,3,2,2,4,5,5,2,Buddhism,Galle,Group A
29,81,2,2,1,7,52,2,0,1,0,2,1,1,4,0,0,2,Non-binary,69,SIM-5649,synthetic_simulation,3,1,5,2,5,2,3,1,3,3,5,5,1,3,3,4,Buddhism,Jaffna,Group C
26,65,2,2,1,10,84,2,1,1,1,0,1,2,4,0,2,2,Male,68,SIM-5650,synthetic_simulation,1,3,3,4,1,4,4,1,3,5,3,5,2,2,1,5,Other,Kandy,Group D
19,61,2,2,0,6,66,2,1,0,0,2,1,1,1,0,1,2,Non-binary,61,SIM-5651,synthetic_simulation,5,1,2,4,3,3,5,3,1,4,4,4,3,2,1,2,Other,Jaffna,Group B
20,66,2,0,1,6,91,1,1,0,2,0,1,0,5,0,1,0,Female,65,SIM-5652,synthetic_simulation,5,4,3,5,5,2,5,2,4,3,1,2,2,3,5,4,Other,Colombo,Group A
19,85,0,0,0,7,92,2,1,3,2,2,1,1,2,0,0,2,Non-binary,71,SIM-5653,synthetic_simulation,3,1,2,2,2,5,2,5,3,3,5,5,2,5,3,1,Islam,Negombo,Group B
27,63,2,0,0,6,98,1,1,0,2,2,0,0,3,0,1,2,Male,66,SIM-5654,synthetic_simulation,2,2,2,3,2,2,2,2,2,1,3,1,1,3,5,3,Christianity,Colombo,Group D
15,68,2,0,0,6,55,2,0,0,0,2,0,2,3,0,1,2,Non-binary,62,SIM-5655,synthetic_simulation,3,3,5,4,3,4,5,2,2,1,3,2,5,2,5,1,Other,Colombo,Group C
15,74,1,1,0,10,71,2,1,0,1,0,1,0,2,0,2,2,Non-binary,61,SIM-5656,synthetic_simulation,5,3,4,5,3,4,2,4,4,4,4,2,5,2,4,1,Christianity,Kandy,Group C
26,63,0,0,1,7,79,2,1,1,1,0,1,0,2,0,1,2,Non-binary,67,SIM-5657,synthetic_simulation,3,5,1,3,4,1,2,2,4,4,1,1,1,2,5,3,Christianity,Galle,Group B
20,68,2,0,1,6,96,2,1,0,1,0,1,1,3,0,1,2,Male,66,SIM-5658,synthetic_simulation,1,4,1,2,5,2,3,5,5,4,4,5,2,3,1,3,Other,Kandy,Group C
28,96,1,0,0,6,63,0,0,1,0,2,1,2,2,0,1,1,Non-binary,71,SIM-5659,synthetic_simulation,3,3,3,3,3,5,4,4,3,4,5,3,3,5,3,5,Christianity,Galle,Group D
16,61,2,0,1,8,54,0,1,0,1,0,0,2,3,0,0,1,Female,62,SIM-5660,synthetic_simulation,2,2,1,2,2,3,3,2,2,1,2,2,5,5,5,3,Buddhism,Kandy,Group A
20,86,2,2,1,8,60,1,1,1,0,2,1,1,3,1,2,2,Female,67,SIM-5661,synthetic_simulation,1,1,5,4,2,1,2,4,2,3,5,5,4,5,1,1,Christianity,Galle,Group B
14,75,2,2,1,6,75,2,1,0,1,0,1,1,2,0,1,2,Female,64,SIM-5662,synthetic_simulation,4,3,4,1,2,2,3,2,4,1,1,1,3,2,3,3,Christianity,Jaffna,Group B
20,87,2,1,0,5,84,2,1,2,2,2,0,1,3,0,1,2,Female,68,SIM-5663,synthetic_simulation,5,2,2,1,5,1,3,1,4,2,2,1,2,4,2,5,Buddhism,Kandy,Group D
11,84,2,2,1,7,85,0,1,3,2,2,1,1,4,0,0,1,Non-binary,67,SIM-5664,synthetic_simulation,5,1,2,4,1,2,1,1,1,2,3,2,4,3,1,2,Buddhism,Colombo,Group D
17,69,2,2,1,7,54,0,1,1,0,1,1,1,2,0,1,2,Female,63,SIM-5665,synthetic_simulation,3,5,5,3,3,3,3,2,1,3,4,1,3,2,2,4,Hinduism,Kandy,Group A
11,94,0,0,0,6,88,2,1,2,2,2,1,2,4,0,1,2,Non-binary,70,SIM-5666,synthetic_simulation,1,3,1,2,1,3,3,4,4,4,5,1,1,5,2,1,Hinduism,Colombo,Group D
24,80,1,0,1,9,83,2,1,1,1,1,1,0,1,0,1,2,Male,67,SIM-5667,synthetic_simulation,4,3,2,1,5,5,4,5,1,3,4,5,4,3,4,3,Other,Galle,Group B
24,93,2,0,1,8,70,1,1,1,2,0,0,1,3,0,1,1,Non-binary,71,SIM-5668,synthetic_simulation,1,2,1,2,3,1,5,1,4,2,5,1,2,5,2,2,Islam,Jaffna,Group D
10,76,2,1,1,7,79,1,1,3,2,2,0,1,4,0,1,0,Male,62,SIM-5669,synthetic_simulation,5,4,5,4,4,5,1,4,4,3,4,3,4,1,1,4,Christianity,Jaffna,Group B
28,99,2,2,1,6,88,2,1,3,1,2,1,2,4,0,1,2,Male,75,SIM-5670,synthetic_simulation,1,5,2,3,3,2,1,5,5,4,2,5,1,2,5,4,Christianity,Jaffna,Group B
35,91,1,2,1,10,63,1,1,1,2,2,1,1,5,0,1,2,Female,72,SIM-5671,synthetic_simulation,4,4,3,2,3,3,1,4,1,1,4,5,5,5,3,4,Islam,Colombo,Group C
20,99,2,1,1,5,97,1,1,4,0,2,1,1,3,0,0,2,Female,73,SIM-5672,synthetic_simulation,3,3,4,3,3,3,1,2,3,4,1,2,5,1,4,1,Other,Negombo,Group D
16,81,1,2,0,6,57,0,1,3,1,1,0,2,3,0,1,2,Male,64,SIM-5673,synthetic_simulation,2,4,1,1,3,4,4,1,3,1,1,5,5,5,3,4,Christianity,Negombo,Group C
37,79,2,0,0,6,95,0,1,1,0,2,1,0,1,0,1,2,Female,73,SIM-5674,synthetic_simulation,1,1,1,2,3,4,5,1,5,2,4,2,1,2,1,1,Hinduism,Kandy,Group D
12,90,2,1,1,7,87,1,1,2,1,0,1,1,2,0,2,0,Non-binary,66,SIM-5675,synthetic_simulation,2,5,1,5,5,5,4,1,3,5,3,1,3,4,5,1,Christianity,Negombo,Group B
20,95,1,1,0,8,83,0,1,1,2,2,0,2,3,0,1,2,Female,69,SIM-5676,synthetic_simulation,5,4,1,1,3,1,1,2,3,3,1,4,1,5,2,5,Buddhism,Negombo,Group D
21,99,2,2,1,5,54,0,1,1,1,2,1,1,4,0,0,1,Non-binary,70,SIM-5677,synthetic_simulation,3,1,5,3,5,2,5,5,5,5,5,3,4,5,2,4,Christianity,Negombo,Group C
28,73,2,0,1,6,96,2,1,1,2,2,1,0,0,0,2,2,Female,70,SIM-5678,synthetic_simulation,3,2,5,4,3,5,4,5,2,4,4,3,3,1,1,3,Christianity,Negombo,Group A
22,92,0,0,0,8,65,2,1,0,2,0,0,2,2,0,1,1,Non-binary,71,SIM-5679,synthetic_simulation,1,4,5,5,3,3,5,1,5,1,4,1,5,2,1,2,Buddhism,Colombo,Group D
17,68,1,0,1,6,87,0,1,0,1,2,0,2,4,1,0,2,Male,64,SIM-5680,synthetic_simulation,3,5,5,2,5,3,4,5,5,4,1,4,1,5,3,1,Hinduism,Jaffna,Group B
14,82,2,0,0,6,94,1,1,7,2,0,0,0,4,0,2,2,Female,71,SIM-5681,synthetic_simulation,1,1,2,1,3,3,5,1,1,4,3,5,2,3,3,1,Buddhism,Galle,Group A
18,67,0,2,1,7,62,0,1,1,1,1,0,2,2,0,1,0,Non-binary,63,SIM-5682,synthetic_simulation,1,4,5,2,2,2,4,5,3,2,5,4,5,2,3,5,Islam,Colombo,Group B
14,74,0,0,1,6,96,1,1,2,1,0,1,1,4,0,0,2,Non-binary,68,SIM-5683,synthetic_simulation,2,2,2,2,3,5,1,1,3,4,1,5,2,1,2,1,Hinduism,Negombo,Group A
20,97,2,2,0,7,81,2,1,3,2,0,1,1,3,1,0,2,Non-binary,71,SIM-5684,synthetic_simulation,3,4,3,5,4,2,1,5,2,3,1,5,3,1,1,1,Christianity,Negombo,Group D
17,66,2,2,1,8,83,2,1,4,2,0,0,0,5,0,1,1,Male,65,SIM-5685,synthetic_simulation,1,1,5,5,5,3,1,4,5,2,2,5,5,1,4,3,Buddhism,Colombo,Group D
11,85,0,2,1,7,96,2,0,1,1,2,1,1,3,0,1,2,Male,66,SIM-5686,synthetic_simulation,2,4,3,5,3,4,4,1,4,5,1,4,1,2,2,1,Buddhism,Galle,Group D
28,84,0,0,1,9,76,0,1,0,0,2,0,0,3,0,1,2,Non-binary,72,SIM-5687,synthetic_simulation,4,5,5,5,3,5,5,1,2,4,5,1,2,2,4,2,Hinduism,Jaffna,Group B
17,65,0,0,1,8,72,1,1,1,1,2,1,2,4,0,0,1,Female,65,SIM-5688,synthetic_simulation,2,3,3,4,5,4,5,3,2,5,2,5,1,5,3,2,Buddhism,Negombo,Group A
12,73,1,2,0,7,82,2,0,1,1,2,1,2,3,0,1,0,Female,60,SIM-5689,synthetic_simulation,2,1,4,3,1,5,2,1,3,3,3,1,5,1,3,3,Islam,Kandy,Group C
19,83,1,2,0,7,78,0,0,2,1,0,1,2,4,0,2,1,Male,67,SIM-5690,synthetic_simulation,1,1,3,5,2,3,3,5,3,3,3,5,1,1,1,5,Other,Galle,Group B
20,67,2,0,0,10,53,0,1,1,1,2,0,2,2,0,2,2,Non-binary,65,SIM-5691,synthetic_simulation,5,1,2,1,2,4,1,4,3,3,1,1,5,2,5,3,Christianity,Negombo,Group B
10,92,0,1,1,6,59,0,1,0,1,2,1,0,2,0,1,1,Non-binary,64,SIM-5692,synthetic_simulation,5,1,1,2,3,4,1,4,3,5,5,1,4,2,5,2,Islam,Kandy,Group B
22,99,0,0,1,7,51,2,1,2,0,0,1,0,4,1,1,1,Female,72,SIM-5693,synthetic_simulation,5,4,3,5,5,5,1,5,2,5,3,1,1,3,3,3,Buddhism,Colombo,Group C
14,69,0,2,0,6,55,2,1,3,1,1,0,2,2,0,1,1,Male,62,SIM-5694,synthetic_simulation,2,5,1,1,4,4,2,2,5,1,5,2,4,1,5,3,Other,Jaffna,Group A
30,67,2,2,1,8,86,2,1,0,1,2,1,1,4,0,1,1,Non-binary,67,SIM-5695,synthetic_simulation,1,2,4,4,3,4,2,1,3,2,5,4,2,2,5,4,Christianity,Kandy,Group B
23,78,2,2,1,10,50,2,1,1,2,2,0,2,3,1,2,2,Male,67,SIM-5696,synthetic_simulation,3,5,4,1,2,3,2,4,1,4,2,5,1,2,3,4,Islam,Negombo,Group D
18,90,2,2,0,7,65,1,1,4,2,2,1,2,3,0,0,2,Male,69,SIM-5697,synthetic_simulation,2,1,2,1,3,5,1,5,2,2,1,5,1,5,1,3,Hinduism,Kandy,Group A
16,71,0,0,1,7,72,1,1,1,2,1,0,1,4,0,0,1,Non-binary,65,SIM-5698,synthetic_simulation,2,4,2,4,5,5,5,4,4,3,5,2,2,1,2,1,Christianity,Colombo,Group B
19,61,2,0,0,7,97,1,1,0,2,0,1,0,3,1,0,0,Non-binary,62,SIM-5699,synthetic_simulation,1,4,3,4,4,1,1,4,4,4,5,1,1,3,5,3,Hinduism,Negombo,Group D
24,82,0,2,1,5,66,2,1,0,2,2,0,1,3,0,2,2,Male,69,SIM-5700,synthetic_simulation,4,1,5,2,1,5,2,5,5,1,5,1,5,2,4,5,Christianity,Galle,Group A
20,98,2,0,0,7,89,2,1,1,0,2,1,2,3,0,0,0,Male,72,SIM-5701,synthetic_simulation,2,4,4,5,4,3,2,3,2,2,1,5,4,5,5,3,Buddhism,Kandy,Group B
19,76,1,0,1,10,70,1,1,1,1,2,1,0,3,0,0,0,Non-binary,63,SIM-5702,synthetic_simulation,4,1,1,1,3,4,3,4,2,3,2,3,3,5,2,2,Islam,Galle,Group D
20,77,0,2,0,8,55,1,1,1,2,2,1,0,3,0,0,0,Female,64,SIM-5703,synthetic_simulation,4,5,5,3,2,1,4,4,2,4,5,5,5,4,2,5,Christianity,Colombo,Group C
16,99,1,2,1,9,55,2,1,1,0,2,1,1,3,1,0,0,Male,67,SIM-5704,synthetic_simulation,5,3,4,3,5,4,3,2,1,4,4,5,3,1,2,2,Hinduism,Kandy,Group D
18,88,2,2,0,9,72,0,1,2,0,0,1,1,4,0,2,1,Female,70,SIM-5705,synthetic_simulation,1,4,3,2,3,5,3,3,1,3,2,2,2,5,2,5,Christianity,Jaffna,Group C
7,89,0,1,1,6,53,2,1,3,1,0,0,1,2,0,1,1,Male,64,SIM-5706,synthetic_simulation,4,1,4,3,1,2,1,2,3,5,1,1,2,3,4,5,Christianity,Colombo,Group A
26,83,2,2,0,10,79,2,1,1,0,2,1,1,2,0,1,1,Male,69,SIM-5707,synthetic_simulation,1,1,2,2,5,4,4,5,4,2,3,4,1,1,1,2,Christianity,Kandy,Group A
22,99,0,0,0,4,75,1,1,2,2,2,0,0,4,0,1,2,Male,72,SIM-5708,synthetic_simulation,5,4,1,5,5,5,4,1,1,4,5,5,5,3,2,3,Buddhism,Kandy,Group A
15,88,2,2,1,7,85,2,1,4,2,2,0,0,2,0,2,2,Non-binary,69,SIM-5709,synthetic_simulation,1,2,1,2,5,3,1,5,4,5,4,5,3,5,2,5,Islam,Jaffna,Group C
31,96,0,2,1,4,59,2,1,3,1,2,0,1,5,0,1,2,Non-binary,75,SIM-5710,synthetic_simulation,2,1,2,4,3,5,5,3,2,1,3,4,4,1,4,1,Other,Kandy,Group C
21,88,1,2,0,4,80,1,1,1,2,2,1,2,2,1,2,2,Non-binary,67,SIM-5711,synthetic_simulation,4,4,5,4,1,1,1,5,1,4,3,2,5,5,5,2,Christianity,Kandy,Group D
14,89,2,2,1,8,59,0,1,1,1,2,0,1,3,0,0,2,Female,67,SIM-5712,synthetic_simulation,1,1,2,4,3,2,5,3,4,4,5,3,2,5,5,2,Christianity,Galle,Group B
25,72,2,2,0,6,86,0,1,0,2,2,1,1,2,0,1,0,Female,66,SIM-5713,synthetic_simulation,3,2,1,4,5,2,5,2,1,1,5,2,5,5,4,3,Buddhism,Galle,Group C
22,72,2,1,1,9,65,0,1,0,2,2,1,1,3,0,1,1,Female,64,SIM-5714,synthetic_simulation,1,3,3,4,5,2,4,4,2,1,3,5,4,2,5,3,Hinduism,Negombo,Group A
22,91,2,1,0,4,81,2,1,2,1,0,0,0,3,0,1,2,Non-binary,68,SIM-5715,synthetic_simulation,4,2,5,4,2,3,1,5,2,4,4,2,5,2,3,5,Other,Kandy,Group C
