project_id,team_id,total_commits,weekly_commits,inactive_days,overdue_tasks,bug_count,high_priority_bugs,task_completion_rate,code_quality_score,collaboration_score,overall_ci_score,progress_percentage,delay_count,risk_status
LR0129,T026,455,49,3,0,1,1,85,84,88,94,96,0,Low Risk
P0759,T090,361,38,10,12,14,4,61,73,21,28,30,9,High Risk
P0542,T008,362,44,15,15,0,6,47,98,48,71,96,6,High Risk
P1020,T023,125,31,24,3,16,2,94,87,85,32,57,10,High Risk
MR0031,T079,202,9,10,3,6,3,55,56,78,79,65,2,Medium Risk
P0166,T069,377,2,12,15,11,0,37,42,32,28,63,0,High Risk
P0249,T005,457,1,4,4,4,5,84,42,87,53,11,6,Medium Risk
P1332,T065,74,39,25,2,9,5,76,86,89,66,50,6,High Risk
LR0018,T002,324,37,0,1,5,0,85,83,96,85,94,1,Low Risk
P0447,T058,10,48,15,3,22,1,39,53,39,85,42,6,Medium Risk
LR0483,T004,352,24,1,0,6,0,94,94,90,99,85,0,Low Risk
LR0907,T017,410,50,0,0,1,1,96,93,80,95,93,1,Low Risk
P1359,T040,354,51,0,5,20,9,46,52,85,69,20,6,High Risk
LR0846,T016,350,38,1,1,0,1,96,82,92,94,82,0,Low Risk
LR0146,T031,415,31,0,1,7,0,95,86,86,82,97,1,Low Risk
P1330,T042,448,28,11,15,25,1,88,32,23,68,74,6,High Risk
MR0974,T081,245,9,9,3,17,1,73,61,54,78,68,4,Medium Risk
LR0786,T075,237,24,0,1,2,1,86,97,96,95,84,0,Low Risk
MR0876,T041,195,23,10,5,16,2,55,66,65,70,72,2,Medium Risk
LR0151,T024,312,22,3,0,5,0,86,91,85,98,99,1,Low Risk
P0435,T062,132,28,20,14,36,4,71,58,86,68,23,0,High Risk
LR0123,T057,238,45,3,1,7,1,97,94,89,80,94,1,Low Risk
P0578,T060,114,43,3,14,13,2,25,35,49,38,74,10,High Risk
LR0901,T098,448,53,3,1,5,0,93,86,89,94,87,0,Low Risk
MR0167,T089,245,23,10,3,13,3,66,59,69,63,71,1,Medium Risk
LR0967,T082,493,42,1,0,3,0,94,84,100,84,86,0,Low Risk
MR0822,T053,102,22,4,2,15,3,68,72,62,50,59,4,Medium Risk
MR0650,T064,219,20,9,2,8,2,55,68,56,79,66,2,Medium Risk
LR0449,T015,229,49,1,0,7,1,99,96,82,92,96,0,Low Risk
P1849,T081,290,39,2,2,25,0,96,48,39,46,13,8,Low Risk
P0763,T002,154,32,13,14,39,3,94,46,54,85,65,3,High Risk
MR0038,T090,140,25,7,2,16,1,74,74,55,75,76,2,Medium Risk
P0389,T023,68,29,25,14,37,5,90,46,41,47,29,5,High Risk
P0236,T029,290,21,0,7,35,1,21,65,37,37,81,0,Low Risk
MR0466,T087,152,18,7,4,17,4,60,80,61,69,76,2,Medium Risk
P1985,T075,243,58,17,8,12,0,87,43,61,61,36,7,High Risk
P0268,T019,269,4,18,6,31,10,70,79,33,56,68,8,High Risk
P0771,T057,229,30,15,7,37,4,22,64,39,70,76,0,High Risk
LR0166,T007,206,26,0,0,1,1,92,86,98,96,91,0,Low Risk
P0438,T031,493,19,11,11,33,9,97,77,43,34,56,6,High Risk
P0674,T044,186,22,19,7,21,4,20,62,60,57,90,9,High Risk
P0250,T041,334,17,24,13,5,8,77,65,74,55,39,8,High Risk
LR0202,T045,304,26,3,1,3,0,86,96,100,92,85,1,Low Risk
P1575,T023,403,7,8,2,28,4,80,85,75,73,67,4,Medium Risk
LR0143,T038,248,43,2,1,7,1,90,96,83,88,98,0,Low Risk
LR0082,T091,480,46,2,1,0,0,93,100,91,92,91,0,Low Risk
MR0482,T035,232,25,6,3,7,3,60,80,79,68,65,2,Medium Risk
MR0416,T029,201,14,8,3,5,2,55,56,61,63,52,2,Medium Risk
MR0810,T014,188,16,8,5,10,2,64,67,78,77,57,3,Medium Risk
P0449,T093,458,39,19,3,34,7,25,79,73,26,67,2,High Risk
P1470,T010,73,58,23,8,17,7,97,82,97,22,90,10,High Risk
P0717,T031,478,20,8,10,32,9,68,59,28,78,100,7,High Risk
MR0177,T048,93,22,6,5,18,4,56,77,58,61,64,3,Medium Risk
MR0478,T076,207,12,9,2,8,4,65,56,69,74,57,4,Medium Risk
LR0049,T045,324,35,1,0,5,0,91,84,97,83,97,1,Low Risk
P1902,T084,226,57,13,15,23,1,67,48,61,81,79,4,High Risk
MR0311,T083,100,11,5,5,15,3,62,78,78,59,69,2,Medium Risk
P1169,T073,303,19,10,13,26,8,77,86,64,36,62,4,High Risk
P0083,T023,293,16,8,6,40,1,43,49,94,54,31,4,Medium Risk
MR0207,T039,245,9,6,3,16,3,68,58,57,70,50,2,Medium Risk
LR0725,T049,346,56,1,1,3,1,89,95,100,86,99,1,Low Risk
MR0045,T068,200,14,9,5,14,1,67,73,77,60,63,4,Medium Risk
P1461,T002,288,51,5,8,2,4,33,89,47,46,57,8,High Risk
LR0819,T051,440,32,1,1,8,1,90,84,96,82,100,0,Low Risk
P1894,T061,312,34,15,10,29,5,84,71,24,89,12,2,High Risk
P1669,T062,119,10,9,9,4,9,29,99,42,26,75,9,High Risk
LR0757,T035,485,38,0,1,2,1,97,99,82,88,98,0,Low Risk
LR0001,T009,449,30,1,1,0,0,99,98,98,90,89,0,Low Risk
P0476,T044,415,1,12,13,10,5,69,43,32,26,59,0,High Risk
P0518,T051,108,41,18,10,27,8,50,61,52,82,86,1,High Risk
MR0586,T070,183,11,4,2,9,1,79,63,56,51,79,4,Medium Risk
P0405,T075,338,32,10,6,22,9,85,85,21,53,37,8,High Risk
P0385,T020,222,20,18,9,12,1,44,91,39,96,37,0,Medium Risk
MR0219,T036,179,9,4,2,19,1,68,80,63,54,50,2,Medium Risk
LR0153,T029,300,59,3,0,2,0,90,84,92,88,91,1,Low Risk
P1634,T097,414,33,4,9,3,7,78,57,83,49,99,3,High Risk
MR0812,T086,119,19,9,5,11,3,80,79,53,77,68,1,Medium Risk
P0689,T002,126,11,6,13,38,9,49,60,62,51,61,0,High Risk
MR0232,T016,165,12,5,2,19,4,75,62,75,79,52,2,Medium Risk
LR0875,T076,415,20,0,1,7,1,96,86,90,100,85,1,Low Risk
P1241,T022,23,25,9,11,10,5,22,79,93,21,98,7,High Risk
P0063,T017,40,7,0,11,27,2,85,67,26,44,25,2,Medium Risk
P0853,T025,444,32,0,0,34,6,40,63,58,30,25,0,Low Risk
MR0661,T089,109,23,7,5,17,3,73,63,59,62,74,4,Medium Risk
MR0283,T093,240,23,8,4,8,4,59,59,77,59,74,4,Medium Risk
P1263,T072,102,45,3,1,12,4,81,47,49,70,99,5,Low Risk
P0224,T010,224,51,25,13,34,6,63,91,25,44,35,9,High Risk
LR0194,T092,419,20,1,0,0,1,91,93,87,97,100,1,Low Risk
P0374,T059,258,5,3,2,2,10,64,34,78,37,75,8,High Risk
P1825,T061,384,32,8,12,28,4,23,33,85,77,98,8,High Risk
MR0365,T021,243,22,9,4,11,4,75,68,56,63,76,3,Medium Risk
MR0825,T066,105,12,8,4,10,2,67,68,56,64,71,4,Medium Risk
MR0453,T088,187,19,10,3,8,4,61,64,56,70,50,4,Medium Risk
MR0572,T067,214,8,10,2,16,3,60,60,65,74,66,1,Medium Risk
LR0872,T021,389,37,2,0,4,1,93,97,93,89,96,0,Low Risk
P0010,T026,254,51,10,2,3,3,32,58,72,92,70,4,Medium Risk
LR0498,T061,252,21,3,0,8,0,98,93,98,84,86,0,Low Risk
P1945,T063,91,21,23,5,36,6,68,54,69,48,88,10,High Risk
P1839,T058,490,56,22,0,35,2,24,78,76,59,87,3,Medium Risk
P0709,T051,146,42,11,4,35,5,64,88,50,56,78,10,High Risk
P0256,T088,68,57,9,4,7,0,42,75,59,24,50,1,Medium Risk
LR0931,T099,202,55,1,1,5,0,93,92,82,84,87,0,Low Risk
P1618,T050,456,48,1,5,22,1,77,50,98,100,84,1,Low Risk
P0390,T079,145,3,4,4,3,2,46,95,52,50,83,9,Medium Risk
P1582,T082,59,11,9,12,39,3,69,78,80,93,27,9,High Risk
LR0957,T017,262,60,3,1,2,1,93,82,96,94,98,1,Low Risk
P0925,T001,301,48,13,5,15,0,50,82,22,40,70,4,Medium Risk
MR0692,T002,230,10,9,5,19,3,55,61,68,53,77,1,Medium Risk
MR0138,T034,129,14,4,3,11,4,55,74,56,53,72,2,Medium Risk
LR0509,T087,277,53,2,1,3,0,86,91,80,85,92,1,Low Risk
LR0037,T005,378,56,1,1,6,1,86,86,99,80,88,0,Low Risk
MR0182,T002,230,8,8,4,13,1,69,79,66,70,84,3,Medium Risk
P1225,T038,481,37,9,14,6,5,53,72,82,85,13,6,High Risk
MR0007,T047,122,16,8,2,14,4,68,71,50,66,62,3,Medium Risk
LR0550,T026,330,25,0,1,4,0,91,89,95,93,94,0,Low Risk
P1947,T095,186,26,19,15,40,2,41,95,38,34,33,9,High Risk
P0740,T059,275,32,7,10,30,7,93,70,46,72,91,0,Medium Risk
P0041,T062,326,15,15,10,2,2,71,96,54,21,87,8,High Risk
P0869,T006,263,25,14,2,2,8,34,67,40,21,96,3,High Risk
LR0780,T076,218,60,0,1,6,1,88,83,86,92,83,0,Low Risk
P0540,T045,202,17,23,3,35,10,53,45,40,78,42,0,High Risk
LR0746,T030,217,36,3,1,7,0,94,81,91,91,99,0,Low Risk
MR0331,T008,133,19,10,3,9,4,68,76,74,51,57,4,Medium Risk
LR0724,T001,364,57,3,1,2,1,96,88,96,89,85,1,Low Risk
P1372,T037,297,32,7,10,2,2,66,99,91,30,40,9,High Risk
P1146,T012,359,30,5,13,33,4,44,74,74,89,79,1,High Risk
P1032,T048,347,42,18,7,20,1,83,83,47,86,78,10,High Risk
P0373,T011,448,54,5,7,9,7,32,71,30,20,10,8,High Risk
P0668,T052,157,22,22,5,29,3,52,74,68,50,76,4,High Risk
MR0020,T089,169,9,5,5,6,4,74,63,78,68,81,3,Medium Risk
P0358,T077,431,2,7,5,28,2,30,72,54,58,10,2,Medium Risk
P0968,T039,225,38,13,11,30,3,96,95,79,75,85,10,High Risk
LR0832,T001,370,26,1,1,3,1,87,88,86,83,93,1,Low Risk
LR0784,T045,371,57,2,1,1,0,98,85,88,88,97,0,Low Risk
P1354,T030,461,17,20,10,18,6,75,55,85,43,40,0,High Risk
P1036,T014,112,1,14,8,32,1,85,87,28,93,30,8,High Risk
MR0019,T027,205,13,5,5,12,2,69,68,72,80,82,2,Medium Risk
P0471,T019,215,26,0,9,18,4,29,94,30,60,88,3,Medium Risk
MR0554,T015,100,9,7,2,19,2,69,72,56,58,55,4,Medium Risk
P1397,T031,313,57,8,13,38,9,65,67,91,91,91,4,High Risk
MR0975,T061,226,10,4,5,17,3,68,62,75,56,80,1,Medium Risk
P1550,T020,441,34,12,14,31,0,39,57,64,95,77,4,High Risk
P1257,T050,38,39,10,11,13,6,86,70,41,42,43,5,High Risk
LR0095,T017,489,50,0,1,2,1,98,99,100,97,100,1,Low Risk
P1556,T059,226,14,10,9,10,7,31,36,60,23,69,2,High Risk
MR0439,T025,139,9,9,5,7,4,73,67,79,75,59,1,Medium Risk
P1251,T071,207,51,19,7,29,0,55,86,93,24,36,4,High Risk
P1700,T091,261,45,13,14,6,5,89,60,57,95,68,8,High Risk
P1253,T089,32,6,3,6,33,4,36,34,90,46,91,1,Medium Risk
MR0681,T021,109,20,10,2,12,2,73,65,57,52,73,1,Medium Risk
MR0705,T058,98,25,5,3,9,4,71,65,80,77,78,1,Medium Risk
LR0934,T095,457,28,2,1,0,1,97,85,81,90,92,0,Low Risk
P0080,T053,459,6,4,1,29,2,51,77,20,64,25,10,Medium Risk
P1173,T059,150,11,20,10,27,4,66,58,75,54,26,3,High Risk
P0815,T086,67,14,1,14,35,3,94,99,76,24,95,4,High Risk
P1853,T005,247,23,24,15,25,4,64,99,73,42,20,1,High Risk
LR0221,T067,275,41,2,0,7,1,96,99,94,93,97,0,Low Risk
LR0720,T037,325,30,2,0,6,0,95,90,93,91,91,1,Low Risk
MR0495,T031,183,8,7,2,5,4,71,69,56,63,66,4,Medium Risk
LR0106,T088,373,39,0,1,8,0,86,96,91,95,93,0,Low Risk
P0134,T055,168,53,8,6,21,1,59,51,23,44,30,4,Medium Risk
P1141,T057,257,59,16,6,6,1,89,72,70,50,79,0,Medium Risk
P0934,T008,211,2,19,13,12,10,55,52,98,33,20,8,High Risk
P0929,T013,435,12,21,0,32,5,65,85,28,90,62,7,High Risk
P0824,T031,276,21,17,9,23,10,76,69,54,87,74,9,High Risk
P1532,T053,339,6,6,10,34,4,100,30,30,78,73,10,High Risk
P1215,T009,29,4,25,15,10,5,22,42,58,72,34,4,High Risk
P0505,T086,294,31,6,11,16,4,90,55,89,100,39,9,High Risk
MR0952,T030,141,13,10,4,18,4,58,58,76,64,51,1,Medium Risk
LR0396,T099,213,45,2,0,5,1,89,94,90,92,91,1,Low Risk
P1997,T098,162,51,8,5,13,5,65,45,30,51,80,7,High Risk
LR0435,T012,324,58,1,0,6,0,87,82,84,81,94,1,Low Risk
MR0073,T037,224,25,7,4,6,4,73,56,60,72,61,4,Medium Risk
P1959,T030,80,60,23,9,4,0,29,63,50,68,94,3,High Risk
P1385,T061,249,26,8,0,35,9,86,66,22,66,37,1,Medium Risk
P0895,T086,490,20,23,4,16,0,29,68,21,39,63,3,High Risk
P0829,T006,283,26,15,13,28,10,56,49,93,96,76,6,High Risk
MR0940,T072,98,8,5,4,6,1,71,67,58,52,64,4,Medium Risk
LR0524,T045,446,42,0,0,2,0,88,91,93,95,82,1,Low Risk
P1684,T040,306,52,10,10,6,5,29,32,93,43,41,1,High Risk
MR0423,T063,250,20,4,4,7,4,56,68,76,65,60,3,Medium Risk
MR0686,T038,213,22,5,4,17,1,60,61,74,58,74,2,Medium Risk
MR0335,T038,228,11,8,2,11,2,60,68,75,76,75,2,Medium Risk
P0653,T090,135,44,6,5,18,3,40,73,65,94,14,4,Medium Risk
P0173,T016,22,38,25,8,40,6,23,91,80,33,35,1,High Risk
MR0198,T039,139,14,10,3,11,2,61,78,59,78,63,4,Medium Risk
P0039,T066,144,11,15,2,3,2,43,42,90,86,32,5,Medium Risk
MR0815,T005,157,25,6,5,15,1,55,64,75,64,69,3,Medium Risk
P0714,T099,405,46,8,10,33,2,34,30,92,62,71,5,High Risk
P0091,T014,443,16,1,7,14,3,22,69,93,33,25,8,High Risk
MR0936,T013,174,23,9,2,8,1,71,70,63,50,54,3,Medium Risk
P1206,T070,350,2,7,14,24,10,93,96,64,27,35,3,High Risk
LR0924,T091,320,49,0,0,6,1,86,83,95,90,95,1,Low Risk
MR0280,T078,213,16,4,4,9,1,74,74,74,52,67,3,Medium Risk
MR0435,T028,85,16,6,4,19,1,74,58,79,76,58,4,Medium Risk
MR0142,T078,99,8,9,4,12,2,59,72,75,65,70,2,Medium Risk
P1828,T092,213,50,17,2,3,6,35,70,37,42,17,9,High Risk
P1156,T073,149,40,21,13,16,5,22,61,67,96,21,1,High Risk
P1325,T005,439,19,23,7,20,1,39,66,53,80,78,2,High Risk
P0217,T020,118,28,10,1,18,2,83,100,43,26,54,3,Low Risk
P0511,T052,405,31,22,6,32,9,75,85,84,97,60,4,High Risk
P1681,T049,90,6,23,11,36,3,61,32,96,78,92,2,High Risk
P0500,T012,265,22,7,7,1,3,81,52,79,46,66,1,Medium Risk
MR0287,T029,167,13,7,2,20,3,64,75,72,66,83,2,Medium Risk
P1857,T005,385,8,11,0,28,8,66,45,88,77,41,10,High Risk
P1389,T100,64,55,25,15,32,0,50,96,77,60,71,4,High Risk
P1520,T071,219,45,11,5,9,6,100,99,31,90,91,5,Medium Risk
LR0387,T035,238,40,3,0,8,1,88,90,87,92,95,0,Low Risk
MR0622,T050,223,9,9,4,6,4,69,80,51,56,65,3,Medium Risk
LR0077,T075,478,34,0,1,4,0,90,82,97,84,82,0,Low Risk
P1541,T043,175,36,6,5,33,7,28,63,22,83,58,5,High Risk
P1218,T054,479,33,20,5,1,3,73,71,93,57,60,0,Medium Risk
LR0682,T026,494,37,1,0,1,1,85,99,99,99,80,0,Low Risk
MR0819,T046,170,14,10,3,10,1,73,80,61,57,82,2,Medium Risk
LR0994,T097,322,36,1,1,3,0,97,86,94,80,96,1,Low Risk
P1417,T023,21,10,4,9,2,2,34,50,36,55,59,9,High Risk
LR0218,T084,282,52,1,1,2,1,99,90,95,92,80,0,Low Risk
MR0892,T082,161,10,9,5,8,4,75,73,62,75,76,4,Medium Risk
P1677,T034,208,59,25,1,28,0,72,85,66,94,20,2,Medium Risk
P1198,T098,115,30,14,10,38,4,62,88,52,71,43,7,High Risk
P1543,T004,160,26,1,9,17,10,57,95,63,27,89,9,High Risk
LR0961,T028,345,26,3,1,8,1,85,92,97,85,100,1,Low Risk
LR0540,T025,391,60,0,0,5,1,97,89,94,99,85,1,Low Risk
P0954,T030,128,22,6,5,39,1,64,60,72,81,26,10,Medium Risk
MR0146,T029,194,19,4,3,15,2,55,66,77,68,57,3,Medium Risk
MR0081,T080,147,20,8,3,13,1,69,58,61,69,68,3,Medium Risk
LR0636,T004,338,46,2,1,2,0,89,82,99,90,95,1,Low Risk
P0751,T069,139,29,25,12,21,0,24,95,46,56,10,4,High Risk
LR0706,T027,264,41,2,1,2,0,99,80,98,100,81,0,Low Risk
P0235,T075,216,15,21,15,37,6,38,86,64,88,75,2,High Risk
P0733,T004,457,51,6,3,9,5,20,56,53,44,89,1,Medium Risk
MR0989,T091,171,11,5,5,13,3,56,64,72,53,63,3,Medium Risk
MR0607,T045,222,22,10,5,5,1,76,61,56,50,66,3,Medium Risk
P1157,T003,349,55,8,1,12,3,70,43,97,94,89,0,Low Risk
MR0450,T024,118,11,10,5,20,3,71,72,53,79,82,2,Medium Risk
LR0446,T001,250,54,2,0,7,0,92,81,86,98,84,1,Low Risk
LR0983,T009,325,48,3,0,5,1,94,94,83,95,83,0,Low Risk
P1210,T056,229,12,17,12,31,2,76,95,82,21,14,7,High Risk
P1066,T034,45,8,19,2,30,9,48,72,68,59,50,0,High Risk
LR0157,T020,236,50,2,1,4,0,95,96,91,93,83,1,Low Risk
P1063,T076,386,38,19,3,12,1,26,39,29,75,24,4,Medium Risk
LR0617,T075,314,44,3,0,0,0,85,81,92,82,99,1,Low Risk
P1168,T097,415,36,2,11,40,5,70,53,64,48,94,1,Medium Risk
MR0223,T050,207,12,6,2,19,1,63,56,66,74,69,2,Medium Risk
P1493,T091,411,38,10,9,29,4,59,66,27,47,55,10,High Risk
LR0939,T006,358,50,1,0,3,0,94,89,82,88,86,0,Low Risk
LR0996,T052,381,23,2,1,0,0,92,83,97,93,94,0,Low Risk
MR0097,T038,130,17,9,2,12,1,63,80,60,57,70,2,Medium Risk
MR0281,T088,204,8,8,2,14,4,71,71,67,50,70,4,Medium Risk
MR0543,T044,218,11,10,3,5,2,75,61,68,67,69,2,Medium Risk
MR0141,T003,208,25,6,4,10,4,65,70,55,75,50,1,Medium Risk
P0885,T068,224,45,0,8,31,5,60,44,65,60,68,7,High Risk
P0144,T004,496,29,21,9,7,1,39,85,61,36,37,1,High Risk
MR0922,T020,193,23,4,5,17,2,79,74,69,66,61,1,Medium Risk
P0851,T008,408,38,13,4,33,4,45,62,20,91,58,9,High Risk
LR0783,T028,475,35,0,1,4,1,85,90,98,81,84,1,Low Risk
P0718,T078,396,13,14,15,18,0,88,59,39,28,74,9,High Risk
MR0788,T084,170,8,8,3,11,1,80,64,51,53,60,2,Medium Risk
LR0503,T032,485,57,2,0,1,0,95,84,85,94,80,0,Low Risk
P0265,T061,123,57,22,6,17,6,37,42,45,23,22,3,High Risk
P0076,T017,77,30,11,12,16,9,27,95,61,25,62,1,High Risk
LR0493,T090,366,59,2,0,8,0,97,94,81,86,85,1,Low Risk
P0396,T063,250,26,6,3,3,9,52,87,54,62,14,2,Medium Risk
MR0382,T005,92,18,10,2,15,1,74,61,73,54,82,2,Medium Risk
LR0225,T031,204,39,0,1,8,0,93,88,91,99,95,1,Low Risk
MR0091,T092,206,14,6,4,5,3,71,61,50,78,70,1,Medium Risk
MR0727,T036,189,24,8,2,20,3,58,59,63,77,53,4,Medium Risk
P0397,T052,155,21,25,0,0,1,24,50,62,77,52,9,High Risk
P1366,T090,265,20,8,6,7,1,71,37,45,74,35,8,Medium Risk
MR0316,T090,168,10,5,5,17,1,77,70,70,57,62,4,Medium Risk
P1904,T067,181,1,23,6,23,2,33,53,35,95,29,5,High Risk
P0596,T051,288,11,6,1,8,7,81,93,71,66,79,10,High Risk
LR0110,T096,239,48,2,1,7,1,95,91,93,98,89,0,Low Risk
P1297,T083,194,47,25,0,17,4,60,62,41,76,96,10,High Risk
P1822,T083,349,30,12,2,28,3,46,61,45,68,19,9,High Risk
P0873,T029,313,44,19,1,37,7,58,78,46,62,59,1,High Risk
MR0448,T025,193,13,8,4,7,2,67,55,75,66,64,4,Medium Risk
MR0877,T081,184,21,8,4,7,2,60,69,50,62,62,1,Medium Risk
LR0327,T050,362,54,3,0,6,1,94,86,80,94,82,0,Low Risk
P1549,T013,182,26,21,13,7,5,45,66,59,94,75,1,High Risk
P0037,T025,426,18,24,11,22,2,95,76,36,55,67,6,High Risk
MR0476,T023,84,17,4,4,8,4,59,64,75,70,70,4,Medium Risk
LR0711,T089,262,46,2,1,8,1,88,93,99,96,89,1,Low Risk
MR0353,T066,201,16,6,3,16,4,57,59,50,64,71,4,Medium Risk
LR0144,T042,290,52,1,0,8,1,88,95,86,81,85,0,Low Risk
MR0532,T025,171,8,10,3,5,1,75,63,66,69,65,3,Medium Risk
P0978,T007,249,5,0,13,38,1,90,69,65,71,60,4,Medium Risk
P1572,T079,411,24,7,14,34,9,42,92,41,60,54,5,High Risk
P1123,T057,336,33,8,0,34,1,79,50,37,32,37,9,Medium Risk
LR0787,T093,320,26,0,1,2,1,92,89,100,99,81,1,Low Risk
LR0240,T026,382,34,2,0,0,0,89,92,100,84,83,1,Low Risk
LR0968,T007,420,60,2,1,3,0,89,87,99,91,82,0,Low Risk
LR0505,T061,480,42,0,0,7,0,88,89,87,86,100,1,Low Risk
P1893,T064,232,12,14,1,13,0,23,55,22,50,48,5,Medium Risk
P0676,T042,174,27,8,11,18,9,24,85,21,25,23,0,High Risk
LR0809,T001,389,52,3,1,1,1,100,80,90,94,80,1,Low Risk
MR0069,T005,92,11,6,5,20,2,62,79,66,65,68,3,Medium Risk
P0729,T012,150,13,22,12,15,3,67,38,69,27,98,5,High Risk
P0413,T001,269,58,8,6,5,0,86,67,63,96,44,6,Medium Risk
MR0147,T074,246,17,6,2,8,1,79,68,50,80,66,3,Medium Risk
P1517,T006,375,38,16,9,1,2,44,30,97,40,45,0,High Risk
P1650,T026,247,16,23,7,15,1,93,60,66,82,97,2,High Risk
P0826,T001,172,51,21,13,22,0,23,83,94,60,99,3,High Risk
MR0268,T100,245,17,9,2,18,3,64,60,78,73,63,2,Medium Risk
P0617,T046,157,22,4,2,36,10,34,39,92,21,65,4,High Risk
P0115,T086,308,26,10,8,5,10,49,39,36,40,15,2,High Risk
P0418,T026,254,44,10,8,1,6,88,37,25,98,47,2,Medium Risk
MR0070,T024,104,19,9,4,15,3,65,61,59,69,64,4,Medium Risk
P1626,T055,370,26,7,3,23,7,42,85,92,64,25,10,High Risk
MR0018,T003,127,25,10,4,12,4,71,67,52,59,81,1,Medium Risk
LR0653,T035,474,21,0,0,8,0,88,81,95,100,98,0,Low Risk
MR0917,T073,148,10,10,2,20,1,76,67,56,79,50,3,Medium Risk
P0090,T038,41,11,18,3,16,2,37,51,72,62,65,10,High Risk
LR0897,T055,426,20,2,0,1,1,87,90,96,82,92,0,Low Risk
MR0481,T013,100,17,4,2,11,1,61,60,72,67,65,3,Medium Risk
LR0083,T071,215,20,0,0,5,1,96,94,94,93,88,1,Low Risk
P0754,T094,301,9,0,14,3,5,77,67,86,26,70,7,High Risk
LR0547,T004,462,39,3,0,4,0,92,82,97,94,92,0,Low Risk
MR0325,T050,127,21,7,4,16,3,78,69,55,77,79,4,Medium Risk
P1631,T076,210,21,2,12,10,0,84,71,56,54,40,8,High Risk
P0012,T048,179,56,3,11,33,0,57,54,25,52,22,1,Medium Risk
LR0445,T019,201,30,1,0,8,0,86,84,100,98,82,1,Low Risk
P0285,T082,294,24,5,2,31,3,50,100,27,53,41,1,Low Risk
P1067,T094,73,55,9,7,23,8,69,83,29,70,52,8,High Risk
P1192,T005,375,43,6,11,17,10,95,70,51,39,29,4,High Risk
P1441,T022,11,60,11,6,8,7,55,90,89,37,83,2,High Risk
MR0982,T044,129,15,10,4,9,4,80,74,54,75,70,4,Medium Risk
MR0731,T077,234,15,10,3,6,4,58,56,70,65,71,3,Medium Risk
LR0739,T003,208,51,2,0,0,0,95,94,90,86,98,1,Low Risk
MR0606,T017,175,17,7,2,20,1,80,78,61,80,59,2,Medium Risk
P1569,T058,480,28,7,3,39,9,29,74,82,84,85,9,High Risk
LR0428,T012,221,34,2,0,1,0,89,88,98,94,82,1,Low Risk
LR0738,T017,329,56,1,0,5,1,100,81,88,83,83,1,Low Risk
MR0484,T061,208,22,5,4,9,1,65,73,58,80,61,3,Medium Risk
P1688,T068,436,19,12,15,9,7,21,30,39,45,90,3,High Risk
P0852,T052,221,59,24,13,31,0,75,49,24,39,34,4,High Risk
LR0208,T022,218,42,3,0,5,0,85,100,93,83,98,0,Low Risk
P0896,T029,460,46,17,5,19,8,21,72,94,52,20,1,High Risk
P0497,T088,415,52,3,2,17,3,99,43,90,56,76,3,Low Risk
LR0306,T059,344,54,0,0,3,1,99,88,90,89,90,0,Low Risk
P1783,T081,419,44,9,14,11,1,39,39,65,59,15,7,High Risk
P0336,T079,394,11,23,5,20,10,58,37,80,90,41,6,High Risk
LR0840,T028,392,53,3,1,6,0,91,82,85,85,99,1,Low Risk
MR0088,T041,185,17,6,5,10,3,77,74,73,68,73,4,Medium Risk
P0516,T060,14,11,22,5,30,6,60,30,64,98,18,6,High Risk
P1349,T065,435,24,14,13,13,1,23,57,37,94,77,4,High Risk
P1016,T028,353,6,13,14,18,3,30,93,33,57,84,1,High Risk
LR0817,T035,489,28,1,1,4,0,86,81,97,84,81,1,Low Risk
MR0745,T025,102,17,4,5,13,1,68,72,80,58,77,3,Medium Risk
MR0738,T042,206,10,7,4,15,4,80,57,76,55,52,1,Medium Risk
LR0810,T030,458,59,3,1,2,0,89,84,85,93,92,0,Low Risk
MR0295,T093,109,17,9,4,13,3,56,78,51,54,66,2,Medium Risk
MR0252,T090,109,11,8,5,6,3,73,70,58,75,71,3,Medium Risk
MR0771,T021,194,24,8,4,15,4,65,72,57,56,70,1,Medium Risk
MR0984,T062,203,17,6,3,16,2,79,62,72,65,72,4,Medium Risk
P1782,T098,210,29,0,15,12,0,41,89,33,72,19,4,High Risk
LR0570,T078,424,35,1,0,8,0,91,83,90,91,96,0,Low Risk
P1786,T070,113,37,11,8,3,6,64,83,72,58,22,2,High Risk
LR0071,T041,400,25,2,0,4,1,90,100,99,88,84,0,Low Risk
P0357,T071,328,43,2,0,10,4,54,50,89,55,89,2,Low Risk
MR0802,T061,150,9,5,4,5,3,76,58,79,59,68,1,Medium Risk
MR0326,T084,155,19,9,5,9,1,63,60,79,62,63,3,Medium Risk
P1313,T066,366,18,14,7,21,8,50,39,64,84,57,5,High Risk
P1636,T087,56,6,3,15,7,2,47,65,37,63,55,2,High Risk
P0551,T019,64,30,0,1,5,2,84,42,69,97,19,1,Low Risk
LR0389,T031,371,58,1,1,3,1,93,83,87,90,88,1,Low Risk
LR0480,T053,406,33,1,0,4,1,86,87,80,97,83,0,Low Risk
LR0522,T089,466,20,0,1,5,1,97,85,93,97,86,0,Low Risk
LR0266,T083,499,38,0,1,0,1,92,88,84,89,93,0,Low Risk
LR0960,T074,450,59,3,0,4,1,98,81,96,80,87,0,Low Risk
